Kudos Date,Kudos Type,Parent ID
"Nov 12, 2018, 3:34:59 PM",Activity,1959875065
"Nov 12, 2018, 3:35:00 PM",Activity,1960535166
"Nov 12, 2018, 9:14:08 PM",Activity,1960711241
"Nov 12, 2018, 9:14:12 PM",Activity,1961057381
"Nov 12, 2018, 9:14:24 PM",Activity,1961072265
"Nov 12, 2018, 9:14:33 PM",Activity,1960033654
"Nov 13, 2018, 9:43:05 PM",Activity,1962331025
"Nov 14, 2018, 4:35:00 AM",Activity,1963557784
"Nov 14, 2018, 4:35:08 AM",Activity,1963488322
"Nov 14, 2018, 4:35:12 AM",Activity,1963501095
"Nov 14, 2018, 4:35:23 AM",Activity,1963476374
"Nov 14, 2018, 10:24:52 PM",Activity,1964960515
"Nov 15, 2018, 12:04:35 AM",Activity,1965182460
"Nov 15, 2018, 4:29:15 PM",Activity,1966244116
"Nov 15, 2018, 11:33:09 PM",Activity,1966525281
"Nov 17, 2018, 4:25:06 PM",Activity,1969894648
"Nov 17, 2018, 4:25:47 PM",Activity,1969885874
"Nov 17, 2018, 5:43:36 PM",Activity,1970034645
"Nov 17, 2018, 9:17:39 PM",Activity,1970151456
"Nov 18, 2018, 6:28:45 PM",Activity,1972262343
"Nov 19, 2018, 11:22:08 AM",Activity,1973054571
"Nov 19, 2018, 1:35:57 PM",Activity,1973062009
"Nov 19, 2018, 1:36:04 PM",Activity,1972989808
"Nov 19, 2018, 4:33:21 PM",Activity,1973555074
"Nov 19, 2018, 8:30:23 PM",Activity,1974206300
"Nov 20, 2018, 12:20:24 AM",Activity,1974427747
"Nov 20, 2018, 3:02:28 AM",Activity,1974563201
"Nov 20, 2018, 3:02:38 AM",Activity,1974639502
"Nov 21, 2018, 3:33:26 PM",Activity,1976194603
"Nov 21, 2018, 3:33:41 PM",Activity,1975371641
"Nov 21, 2018, 3:34:04 PM",Activity,1974360549
"Nov 21, 2018, 5:48:44 PM",Activity,1977278555
"Nov 22, 2018, 2:27:49 PM",Activity,1978500566
"Nov 22, 2018, 2:27:53 PM",Activity,1978101913
"Nov 22, 2018, 2:28:09 PM",Activity,1977988613
"Nov 22, 2018, 2:28:18 PM",Activity,1977349114
